Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,IRLP,Coordination,Last update
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,197.1,S,,442.75,447.75,162.2,Sandoval,On-Air,"Rio Rancho, Albuquerque, Corrales.",KC5IPK,E-power.,214956,7855,NMFCC,
