Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Last update
147.3,0.6,,KF7OBL,Rock Springs,WY,OPEN,,200.3,NW,,147.3,147.9,,Sweetwater,On-Air,Wide Area Coverage,KF7OBL,,
