Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,180.7,S,,146.96,146.36,100,88.5,Torrance,On-Air,Wide area.,Upper Rio FM Society,9,http://www.urfmsi.org/,NMFCC,
