Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,127.3,WNW,,224.02,222.42,,Garfield,Unknown,SCARC,CCARC,
