Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
449.325,-5,114.8,N7UEO,Pleasant Grove,UT,OPEN,,163.9,NW,,449.325,444.325,114.8,Utah,On-Air,Utah County from Alpine to Payson.,4,UVHFS,
