Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Links,Notes,Coordination,Last update
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,140,NNW,,147.34,147.94,136.5,Uintah,On-Air,Wide area.,Borderline Amateur Radio Club,Roosevelt Junior High School Amateur Radio Club,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",9,UVHFS,
