Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,233.5,SE,,224.98,223.38,,Quay,Unknown,WA5EMA,NMFCC,
