Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
147.38,0.6,203.5,KB7WQD,"Delta, Notch Peak",UT,OPEN,,171.3,WNW,,147.38,147.98,203.5,Millard,On-Air,"West-central Utah around Delta, Tusher Mountains, Monroe &amp; Clear Creek Canyon.","Nyle Stott, KB7WQD",8,UVHFS,
