Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,IRLP,Nets,Coordination,Last update
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,231.2,E,,146.985,146.385,100,100,Denver,On-Air,El Jebel RADOPS,E-power.,3346,RADOPS: Sun at 19:00.,CCARC,
