Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance
0,KB5ITS,147.27,+,0.6,Tone,127.3,88.5,23,23,NN,FM,5,Ouray | OPEN | On-Air | CCARC | 2018-01-15,0
1,KB5ITS,444,+,5,Tone,67,88.5,23,23,NN,FM,5,Huerfano | OPEN | On-Air | 2017-12-07,14.6
2,KB5ITS,447.525,-,5,Tone,127.3,88.5,23,23,NN,FM,5,"San Juan | OPEN | On-Air | KB5ITS | CCARC | 2014-06-30
    Please help us confirm this repeater!",14.6
3,KB5ITS,145.325,-,0.6,Tone,127.3,88.5,23,23,NN,FM,5,San Juan | OPEN | On-Air | CCARC | 2018-01-15,14.6
4,KB5ITS,147.375,+,0.6,Tone,156.7,88.5,23,23,NN,FM,5,San Juan | OPEN | On-Air | CCARC | 2018-01-15,16
5,KB0YNA,449.7,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,San Miguel | OPEN | On-Air | Grand Mesa Repeater Association ( GMRA ) | CCARC | 2017-12-07,16.5
6,KB5ITS,147.135,-,0.6,Tone,123,88.5,23,23,NN,FM,5,Hinsdale | OPEN | On-Air | CCARC | 2018-01-15,19.4
7,WA4HND,447.2,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Montrose | OPEN | On-Air | CCARC | 2018-01-15,25.2
8,KB0YNA,448.65,-,5,TSQL,88.5,151.4,23,23,NN,FM,5,Montrose | OPEN | On-Air | KB0YNA | 2016-10-11,25.2
9,KC0UUX,146.91,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,"Montrose | OPEN | On-Air | CCARC | 2014-12-13
    Please help us confirm this repeater!",33.4
10,KD5OPD,146.79,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,"Montrose | OPEN | On-Air | KC0UXX | CCARC | 2012-09-06
    Please help us confirm this repeater!",33.4
11,N0PKT,449.525,-,5,TSQL,100,100,23,23,NN,FM,5,Mineral | OPEN | On-Air | N0PKT | 2017-01-06,37.2
12,WA0JS,146.925,-,0.6,,88.5,88.5,23,23,NN,FM,5,"Mineral | OPEN | Off-Air | Creede ARC | CCARC | 2012-11-12
    Please help us confirm this repeater!",42.4
13,K0EP,146.7,-,0.6,TSQL,100,100,23,23,NN,FM,5,La Plata | OPEN | On-Air | Durango ARC | CCARC | 2018-01-16,44.6
14,N0SZ,445.1375,-,5,,88.5,88.5,23,23,NN,DIG,5,La Plata | OPEN | On-Air | K2AD | CCARC | 2018-02-01,45.7
15,K0EP,146.67,-,0.6,Tone,100,88.5,23,23,NN,FM,5,La Plata | OPEN | On-Air | Durango ARC | CCARC | 2017-11-30,45.9
16,KB0VJJ,147.345,+,0.6,TSQL,88.5,123,23,23,NN,FM,5,La Plata | OPEN | On-Air | Colorado Connection | CCARC | 2016-06-20,46.8
17,KB5ITS,442.375,+,5,Tone,100,88.5,23,23,NN,FM,5,Montezuma | OPEN | On-Air | San Juan Connection | 2017-11-30,52.7
18,K0EP,449.85,-,5,TSQL,100,100,23,23,NN,FM,5,"La Plata | OPEN | On-Air | DARC | CCARC | 2014-06-04
    Please help us confirm this repeater!",52.9
19,KC5EVE,448.625,-,5,TSQL,131.8,131.8,23,23,NN,FM,5,La Plata | OPEN | KC5EVE | CCARC | 2016-01-12,52.9
20,KB0VIU,145.37,-,0.6,TSQL,100,100,23,23,NN,FM,5,La Plata | OPEN | On-Air | CCARC | 2018-01-15,53.6
21,KB5ITS,147.135,+,0.6,TSQL,100,100,23,23,NN,FM,5,La Plata | OPEN | On-Air | CCARC | 2018-01-15,54.1
22,W0VTL,147.12,+,0.6,,88.5,88.5,23,23,NN,FM,5,"Gunnison | OPEN | On-Air | W0VTL | CCARC | 2014-09-01
    Please help us confirm this repeater!",54.3
23,K5GF,449.95,-,5,,88.5,88.5,23,23,NN,FM,5,"Gunnison | OPEN | K5GF | CCARC | 2012-11-10
    Please help us confirm this repeater!",54.3
24,KB5ITS,145.325,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Montezuma | OPEN | On-Air | CCARC | 2018-01-15,57.5
25,N5UBJ,446.7375,-,5,,88.5,88.5,23,23,NN,DIG,5,Montezuma | OPEN | On-Air | RMHAM | CCARC | 2017-03-17,57.7
26,KI0MR,147.33,+,0.6,Tone,107.2,88.5,23,23,NN,FM,5,Delta | OPEN | On-Air | North Fork Repeater Assoc. | CCARC | 2016-05-16,58.6
27,KB5ITS,145.19,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Montezuma | OPEN | On-Air | CCARC | 2018-01-15,59.3
28,KB5ITS,447.275,-,5,Tone,100,88.5,23,23,NN,FM,5,Montezuma | OPEN | On-Air | 2017-12-07,59.3
29,KC0QXX,147.195,+,0.6,Tone,107.2,88.5,23,23,NN,FM,5,Delta | OPEN | 2018-04-04,62.3
30,W0ALC,449.825,-,5,Tone,100,88.5,23,23,NN,FM,5,Delta | OPEN | W0ALC | CCARC | 2018-04-04,62.3
31,W0ALC,147.36,+,0.6,Tone,100,88.5,23,23,NN,FM,5,"Delta | OPEN | W0ALC | CCARC | 2012-11-10
    Please help us confirm this repeater!",62.3
32,KB5ITS,147.15,+,0.6,Tone,100,88.5,23,23,NN,FM,5,La Plata | OPEN | On-Air | CCARC | 2018-01-16,62.8
33,KB0YNA,449.4,-,5,TSQL,131.8,131.8,23,23,NN,FM,5,"Mesa | OPEN | On-Air | WA4HND, Grand Mesa Repeater Association | CCARC | 2016-08-19",65.3
34,N0JSP,146.61,-,0.6,Tone,123,88.5,23,23,NN,FM,5,Archuleta | OPEN | On-Air | CCARC | 2018-01-15,65.3
35,KD5LWU,146.79,-,0.6,TSQL,127.3,127.3,23,23,NN,FM,5,Montezuma | OPEN | On-Air | KD5LWU | CCARC | 2015-04-30,68.3
36,KD5LWU,449.175,-,5,Tone,127.3,88.5,23,23,NN,FM,5,"Montezuma | OPEN | Off-Air | KD5LWU | CCARC | 2014-06-30
    Please help us confirm this repeater!",68.3
37,,447.35,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Delta | OPEN | Grand Mesa Repeater Assoc (GMRA) | CCARC | 2012-11-10
    Please help us confirm this repeater!",69.1
38,KB0YNA,447.65,-,5,TSQL,151.4,151.4,23,23,NN,FM,5,Gunnison | OPEN | On-Air | KB0YNA | CCARC | 2016-10-28,73.5
39,KB0VJJ,145.355,-,0.6,TSQL,88.5,123,23,23,NN,FM,5,Mesa | OPEN | On-Air | Colorado Connection | CCARC | 2017-01-06,73.5
40,KB0YNA,449.65,-,5,TSQL,151.4,151.4,23,23,NN,FM,5,Mesa | OPEN | On-Air | Keri Washburn | CCARC | 2016-10-28,73.5
41,NM5SJ,147.06,+,0.6,Tone,100,88.5,23,23,NN,FM,5,San Juan | OPEN | On-Air | NMFCC | 2018-01-07,74.8
42,W0GJT,448.15,-,5,Tone,100,88.5,23,23,NN,FM,5,Mesa | OPEN | On-Air | CCARC | 2016-04-22,75.2
43,WA4HND,449.3,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Mesa | OPEN | On-Air | CCARC | 2018-01-16,77.9
44,W0BX,446.9125,-,5,,88.5,88.5,23,23,NN,DIG,5,Mesa | OPEN | On-Air | Bill Frost | 2018-01-09,79.5
45,NM5SJ,145.43,-,0.6,Tone,136.5,88.5,23,23,NN,FM,5,Rio Arriba | OPEN | On-Air | SJC EMCOMM | NMFCC | 2017-08-25,83.8
46,N5UBJ,442.25,+,5,,88.5,88.5,23,23,NN,DIG,5,San Juan | OPEN | On-Air | NMFCC | 2018-01-21,84.8
47,KB5ITS,146.88,-,0.6,Tone,100,88.5,23,23,NN,FM,5,San Juan | OPEN | On-Air | NMFCC | 2018-01-15,84.8
48,KB5ITS,447.45,-,5,Tone,107.2,88.5,23,23,NN,FM,5,San Juan | OPEN | On-Air | KB5ITS | NMFCC | 2017-07-19,84.8
49,NM5SJ,146.74,-,0.6,Tone,100,88.5,23,23,NN,FM,5,San Juan | OPEN | On-Air | Totah ARC | NMFCC | 2017-07-19,84.8
