Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance
119,NX0G,147.015,+,0.6,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC | CCARC | 2016-11-17,20.1
120,WB0WDF,1287.7,-,20,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | Testing | WB0WDF | CCARC | 2012-06-18
    Please help us confirm this repeater!",20.1
121,WB0WDF,447.4,-,5,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | On-Air | WB0WDF | CCARC | 2012-06-15
    Please help us confirm this repeater!",20.1
122,W0DK,448.9,-,5,Tone,100,88.5,23,23,NN,FM,5,"Boulder | OPEN | On-Air | Boulder ARC | CCARC | 2013-03-17
    Please help us confirm this repeater!",22.4
123,W0DK,146.61,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Boulder | OPEN | Off-Air | Boulder Amateur Radio Club | CCARC | 2017-05-02,22.4
124,W0CRA,1287.9,-,20,,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,22.5
125,W0CRA,224.98,-,1.6,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association | CCARC | 2017-03-11,22.5
126,W0CRA,447.15,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,22.5
127,W0DK,146.7,-,0.6,Tone,100,88.5,23,23,NN,FM,5,"Boulder | OPEN | On-Air | Boulder Co ARC | CCARC | 2013-03-17
    Please help us confirm this repeater!",22.5
128,AC0KC,447.3,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Weld | OPEN | On-Air | CCARC | 2013-01-07
    Please help us confirm this repeater!",22.6
129,KE0SJ,447.625,-,5,Tone,100,88.5,23,23,NN,FM,5,Adams | OPEN | On-Air | Intermountain Repeater Group | 2015-05-23,23.5
130,W0IA,146.76,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Boulder | OPEN | On-Air | Rocky Mtn VHF Soc | CCARC | 2017-03-11,23.6
131,AC0KQ,447.85,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,"Clear Creek | OPEN | On-Air | AC0KQ | CCARC | 2014-09-21
    Please help us confirm this repeater!",23.9
132,N0SZ,445.0625,-,5,,88.5,88.5,23,23,NN,DIG,5,El Paso | OPEN | Off-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,24
133,W0IA,449.55,-,5,Tone,100,88.5,23,23,NN,FM,5,Boulder | OPEN | On-Air | Rocky Mtn VHF Soc | CCARC | 2017-03-11,24.1
134,K0DK,449.4,-,5,Tone,91.5,88.5,23,23,NN,FM,5,"Boulder | OPEN | Off-Air | BARC | CCARC | 2013-01-08
    Please help us confirm this repeater!",24.1
135,KC0DS,1283.8625,-,20,,88.5,88.5,23,23,NN,DIG,5,"Boulder | OPEN | On-Air | Boulder County ARES | CCARC | 2013-12-21
    Please help us confirm this repeater!",24.2
136,N0SZ,446.8,-,5,,88.5,88.5,23,23,NN,DIG,5,Boulder | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,24.2
137,KC0DS,446.8625,-,5,,88.5,88.5,23,23,NN,DIG,5,Boulder | OPEN | On-Air | Boulder County ARES | CCARC | 2017-03-11,24.2
138,W0DK,1299.5,-,20,,88.5,88.5,23,23,NN,DIG,5,"Boulder | OPEN | On-Air | Boulder County ARES | CCARC | 2012-11-12
    Please help us confirm this repeater!",24.2
139,KC0DS,145.3875,-,0.6,,88.5,88.5,23,23,NN,DIG,5,"Boulder | OPEN | On-Air | Boulder County ARES | CCARC | 2012-11-12
    Please help us confirm this repeater!",24.2
140,N0ARA,147.12,+,0.6,TSQL,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Aurora Repeater Association | CCARC | 2016-01-17,24.8
141,W0CRA,53.05,-,1.7,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,24.9
142,KB0VJJ,145.31,-,0.6,TSQL,88.5,123,23,23,NN,FM,5,Gilpin | OPEN | On-Air | Colorado Connection | CCARC | 2015-12-06,25.3
143,N0SZ,449.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Gilpin | OPEN | On-Air | Rocky Mountain Ham Radio (RMHR) | CCARC | 2015-11-03,25.3
144,K0DK,146.73,-,0.6,TSQL,91.5,91.5,23,23,NN,FM,5,Boulder | OPEN | Off-Air | BARC | CCARC | 2017-05-02,25.7
145,AC0KC,224.96,-,1.6,,88.5,88.5,23,23,NN,FM,5,"Weld | OPEN | On-Air | AC0KC | CCARC | 2012-11-12
    Please help us confirm this repeater!",25.7
146,WR0AEN,449,-,5,TSQL,136.5,136.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | CARN | CCARC | 2017-03-11,26.4
147,N0PYY,147.3,+,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Denver PD EEB | CCARC | 2017-03-11,26.7
148,W0CFI,448.675,-,5,TSQL,100,100,23,23,NN,FM,5,"Denver | OPEN | On-Air | W0CFI | CCARC | 2015-04-03
    Please help us confirm this repeater!",26.8
149,K1DUN,449.45,-,5,TSQL,103.5,127.3,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mountain Radio League | CCARC | 2016-12-23,27
150,W0TX,449.35,-,5,TSQL,100,100,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,27
151,N0SZ,448.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2016-05-24,27
152,W0CRA,145.145,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Colorado Repeater Assoc | CCARC | 2017-10-10,27
153,N0SZ,446.9375,-,5,,88.5,88.5,23,23,NN,DIG,5,Clear Creek | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-01-13,27
154,W0TX,145.49,-,0.6,TSQL,100,100,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | KB0VIU, Denver Radio Club | CCARC | 2017-03-11",27
155,W0CRA,447.575,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2017-11-13,27
156,W0WYX,146.94,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2017-03-11,27
157,KB0UDD,146.67,-,0.6,TSQL,100,100,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2016-09-08,27
158,,449.7,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Park | OPEN | CMRG | CCARC | 2012-11-12
    Please help us confirm this repeater!",27.1
159,WG0N,449.05,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,"Denver | OPEN | On-Air | WG0N | CCARC | 2012-11-20
    Please help us confirm this repeater!",27.8
160,W0RM,224.6,-,1.6,Tone,100,88.5,23,23,NN,FM,5,"Gilpin | OPEN | W0RM | CCARC | 2012-11-10
    Please help us confirm this repeater!",29.8
161,N0SZ,446.9875,-,5,,88.5,88.5,23,23,NN,DIG,5,Boulder | OPEN | On-Air | Rocky Mountain Ham Radio | 2016-12-31,30
