Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance
15,WN7ANT,448.825,-,5,,88.5,88.5,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | 2017-12-13,8
16,KB0UDD,448.5,-,5,Tone,100,88.5,23,23,NN,FM,5,Denver | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2017-03-11,8.1
17,W0TX,224.38,-,1.6,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,9.2
18,W0TX,449.775,-,5,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2015-06-02,9.2
19,W0TX,147.33,+,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-31,9.2
20,WR0AEN,449.15,-,5,,88.5,88.5,23,23,NN,DIG,5,"Arapahoe | OPEN | On-Air | Colorado Amateur Repeater Network (CARN) | CCARC | 2012-11-12
    Please help us confirm this repeater!",9.5
21,W0TX,53.09,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,10.6
22,K0ML,147.045,+,0.6,Tone,123,88.5,23,23,NN,FM,5,Adams | OPEN | On-Air | Northglenn RA | CCARC | 2017-04-10,10.7
23,AB0BX,447.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Douglas | OPEN | Off-Air | CCARC | 2016-11-26,12.1
24,W0GV,448.975,-,5,Tone,123,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | FRG | CCARC | 2016-08-12,12.8
25,N0PYY,448.125,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver PD EEB | CCARC | 2014-04-28
    Please help us confirm this repeater!",12.8
26,N0PYY,927.7875,-,25,Tone,156.7,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N0PYY | 2017-12-24,12.8
27,KB0VGD,446.975,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | W0DMR | 2016-01-25,12.9
28,N6LXX,447.875,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N6LXX | CCARC | 2017-03-09,13.1
29,N6LXX,53.17,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N6LXX | CCARC | 2017-03-09,13.1
30,WA2YZT,446.8375,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | WA2YZT | CCARC | 2017-02-23,13.2
31,W0CDS,1299.9,,0,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | 2014-01-03
    Please help us confirm this repeater!",13.3
32,W0CDS,446.9625,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2017-03-11,13.3
33,N0SZ,145.37,-,0.6,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,13.3
34,K0GUR,448.15,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Denver | OPEN | On-Air | K0GUR | CCARC | 2017-01-13,13.3
35,W0CDS,1283.9625,-,20,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2014-01-03
    Please help us confirm this repeater!",13.3
36,W0CDS,145.25,-,0.6,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2014-01-03
    Please help us confirm this repeater!",13.3
37,W0KU,449.625,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,13.6
38,N0OBA,145.19,-,0.6,TSQL,151.4,131.8,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | N0OBA | 2018-02-01,13.9
39,W0WYX,449.825,-,5,Tone,103.5,88.5,23,23,NN,FM,5,"Boulder | OPEN | On-Air | Rocky Mountain Radio League | CCARC | 2012-11-16
    Please help us confirm this repeater!",14.2
40,W0LMA,448.925,-,5,Tone,131.8,88.5,23,23,NN,FM,5,"Boulder | OPEN | On-Air | W0LMA | CCARC | 2012-11-10
    Please help us confirm this repeater!",14.2
41,KB0UDD,145.4,-,0.8,Tone,100,88.5,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2015-07-30,15.4
42,K0PWO,449.425,-,5,DTCS,88.5,88.5,23,23,NN,FM,5,Arapahoe | OPEN | Off-Air | K0PWO | 2017-05-28,15.4
43,WQ8M,448.7,-,5,Tone,146.2,88.5,23,23,NN,FM,5,Douglas | OPEN | On-Air | 2016-11-25,15.6
44,WB0TUB,146.88,-,0.6,Tone,100,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver Radio League | CCARC | 2014-03-04
    Please help us confirm this repeater!",17.5
45,WB0TUB,449.6,-,5,Tone,100,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver Radio League | CCARC | 2014-03-04
    Please help us confirm this repeater!",17.5
46,N0ESQ,447.525,-,5,TSQL,203.5,146.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | EmComm Colorado | CCARC | 2017-03-11,18.1
47,W9SL,449.95,-,5,TSQL,77,77,23,23,NN,FM,5,Douglas | OPEN | On-Air | W9SL Owner | CCARC | 2017-01-22,18.5
48,WT0C,145.22,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2016-12-23,18.6
49,N0POH,224.74,-,1.6,TSQL,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Aurora Repeater Assoc | CCARC | 2016-01-17,18.6
50,KI0GO,449.75,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2016-12-23,18.6
51,W0CBI,147.15,+,0.6,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Aurora Repeater Assoc (ARA) | CCARC | 2016-01-17,18.7
52,N0MHU,224,-,1.6,TSQL,103.5,103.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mountain Radio League | CCARC | 2017-03-11,18.7
53,K0IBM,448.85,-,5,TSQL,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Aurora Repeater Assoc | CCARC | 2016-01-17,18.7
54,N0SZ,145.175,-,0.6,DTCS,88.5,88.5,73,73,NN,DIG,5,Clear Creek | OPEN | Off-Air | Rocky Mountain Ham Radio | CCARC | 2017-10-07,19
55,KE4GUQ,145.34,-,0.6,TSQL,103.5,127.3,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2016-12-23,19
56,KD0RG,449.925,-,5,TSQL,114.8,114.8,23,23,NN,FM,5,Adams | OPEN | On-Air | KD0RG | CCARC | 2016-07-17,19.5
57,KE0SJ,145.28,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | CCARC | 2015-05-22,20
58,W0TX,448.625,-,5,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,20
59,KE0SJ,449.525,-,5,,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | KE0SJ | CCARC | 2015-05-23,20
60,WB0TUB,146.64,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio League | CCARC | 2017-03-11,20
61,K0FEZ,146.985,-,0.6,TSQL,100,100,23,23,NN,FM,5,Denver | OPEN | On-Air | El Jebel RADOPS | CCARC | 2016-09-05,20
62,KI0HC,927.8375,-,25.8,,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | CCARC | 2018-02-20,20.5
63,W0TX,446.7875,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-12-09,20.5
64,N0OWY,447.5,-,5,TSQL,88.5,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Aurora Repeater Association | CCARC | 2014-04-28
    Please help us confirm this repeater!",21.4
65,W0CRA,1287.9,-,20,,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,22.5
66,W0CRA,447.15,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,22.5
67,W0CRA,224.98,-,1.6,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association | CCARC | 2017-03-11,22.5
68,AC0KC,447.3,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Weld | OPEN | On-Air | CCARC | 2013-01-07
    Please help us confirm this repeater!",22.9
69,W0DK,448.9,-,5,Tone,100,88.5,23,23,NN,FM,5,"Boulder | OPEN | On-Air | Boulder ARC | CCARC | 2013-03-17
    Please help us confirm this repeater!",23
70,W0DK,146.61,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Boulder | OPEN | Off-Air | Boulder Amateur Radio Club | CCARC | 2017-05-02,23.1
71,W0DK,146.7,-,0.6,Tone,100,88.5,23,23,NN,FM,5,"Boulder | OPEN | On-Air | Boulder Co ARC | CCARC | 2013-03-17
    Please help us confirm this repeater!",23.2
72,KE0SJ,447.625,-,5,Tone,100,88.5,23,23,NN,FM,5,Adams | OPEN | On-Air | Intermountain Repeater Group | 2015-05-23,23.7
73,W0IA,146.76,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Boulder | OPEN | On-Air | Rocky Mtn VHF Soc | CCARC | 2017-03-11,24.2
74,AC0KQ,447.85,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,"Clear Creek | OPEN | On-Air | AC0KQ | CCARC | 2014-09-21
    Please help us confirm this repeater!",24.3
75,N0ARA,147.12,+,0.6,TSQL,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Aurora Repeater Association | CCARC | 2016-01-17,24.7
76,K0DK,449.4,-,5,Tone,91.5,88.5,23,23,NN,FM,5,"Boulder | OPEN | Off-Air | BARC | CCARC | 2013-01-08
    Please help us confirm this repeater!",24.8
77,W0IA,449.55,-,5,Tone,100,88.5,23,23,NN,FM,5,Boulder | OPEN | On-Air | Rocky Mtn VHF Soc | CCARC | 2017-03-11,24.8
78,W0CRA,53.05,-,1.7,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,24.8
79,KC0DS,1283.8625,-,20,,88.5,88.5,23,23,NN,DIG,5,"Boulder | OPEN | On-Air | Boulder County ARES | CCARC | 2013-12-21
    Please help us confirm this repeater!",24.9
80,N0SZ,446.8,-,5,,88.5,88.5,23,23,NN,DIG,5,Boulder | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,24.9
81,KC0DS,446.8625,-,5,,88.5,88.5,23,23,NN,DIG,5,Boulder | OPEN | On-Air | Boulder County ARES | CCARC | 2017-03-11,24.9
82,KC0DS,145.3875,-,0.6,,88.5,88.5,23,23,NN,DIG,5,"Boulder | OPEN | On-Air | Boulder County ARES | CCARC | 2012-11-12
    Please help us confirm this repeater!",24.9
83,W0DK,1299.5,-,20,,88.5,88.5,23,23,NN,DIG,5,"Boulder | OPEN | On-Air | Boulder County ARES | CCARC | 2012-11-12
    Please help us confirm this repeater!",24.9
84,N0SZ,449.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Gilpin | OPEN | On-Air | Rocky Mountain Ham Radio (RMHR) | CCARC | 2015-11-03,25.9
85,KB0VJJ,145.31,-,0.6,TSQL,88.5,123,23,23,NN,FM,5,Gilpin | OPEN | On-Air | Colorado Connection | CCARC | 2015-12-06,25.9
86,AC0KC,224.96,-,1.6,,88.5,88.5,23,23,NN,FM,5,"Weld | OPEN | On-Air | AC0KC | CCARC | 2012-11-12
    Please help us confirm this repeater!",26
87,K0DK,146.73,-,0.6,TSQL,91.5,91.5,23,23,NN,FM,5,Boulder | OPEN | Off-Air | BARC | CCARC | 2017-05-02,26.4
88,WR0AEN,449,-,5,TSQL,136.5,136.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | CARN | CCARC | 2017-03-11,26.7
89,N0PYY,147.3,+,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Denver PD EEB | CCARC | 2017-03-11,27.1
90,W0CFI,448.675,-,5,TSQL,100,100,23,23,NN,FM,5,"Denver | OPEN | On-Air | W0CFI | CCARC | 2015-04-03
    Please help us confirm this repeater!",27.1
91,W0TX,145.49,-,0.6,TSQL,100,100,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | KB0VIU, Denver Radio Club | CCARC | 2017-03-11",27.3
92,W0CRA,145.145,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Colorado Repeater Assoc | CCARC | 2017-10-10,27.3
93,W0CRA,447.575,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2017-11-13,27.3
94,W0TX,449.35,-,5,TSQL,100,100,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,27.3
95,KB0UDD,146.67,-,0.6,TSQL,100,100,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2016-09-08,27.3
96,K1DUN,449.45,-,5,TSQL,103.5,127.3,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mountain Radio League | CCARC | 2016-12-23,27.4
97,W0WYX,146.94,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2017-03-11,27.4
98,N0SZ,448.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2016-05-24,27.4
99,N0SZ,446.9375,-,5,,88.5,88.5,23,23,NN,DIG,5,Clear Creek | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-01-13,27.4
100,WG0N,449.05,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,"Denver | OPEN | On-Air | WG0N | CCARC | 2012-11-20
    Please help us confirm this repeater!",28.2
101,K0PRA,446.85,-,5,,88.5,88.5,23,23,NN,DIG,5,Douglas | OPEN | On-Air | Parker Radio Association | CCARC | 2018-03-18,28.5
102,W0RM,224.6,-,1.6,Tone,100,88.5,23,23,NN,FM,5,"Gilpin | OPEN | W0RM | CCARC | 2012-11-10
    Please help us confirm this repeater!",30.4
103,N0SZ,447.75,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Boulder | OPEN | Off-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,30.7
104,N0SZ,446.9875,-,5,,88.5,88.5,23,23,NN,DIG,5,Boulder | OPEN | On-Air | Rocky Mountain Ham Radio | 2016-12-31,30.7
105,W0CRA,447.975,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Boulder | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2016-09-08,30.7
106,N0SZ,445.05,-,5,,88.5,88.5,23,23,NN,DIG,5,Boulder | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,30.7
107,W0CRA,145.46,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Boulder | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2017-11-13,30.7
108,W0IA,224.02,-,1.6,,88.5,88.5,23,23,NN,FM,5,Boulder | OPEN | On-Air | Rocky Mtn VHF Soc | CCARC | 2017-03-11,30.7
109,W0ENO,448.8,-,5,TSQL,88.5,88.5,23,23,NN,FM,5,Boulder | OPEN | On-Air | Longmont ARC | CCARC | 2017-03-11,30.8
110,N0EPA,448.525,-,5,Tone,151.4,88.5,23,23,NN,FM,5,Boulder | OPEN | On-Air | N0EPA | CCARC | 2017-03-11,30.8
111,W0ENO,147.27,+,0.6,TSQL,100,100,23,23,NN,FM,5,Boulder | OPEN | On-Air | Longmont ARC (LARC) | CCARC | 2017-03-11,30.8
112,W0JZ,146.91,+,0.6,TSQL,123,127.3,23,23,NN,FM,5,Boulder | OPEN | On-Air | 2017-04-09,32.2
113,N0ESQ,446.925,-,5,,88.5,88.5,23,23,NN,DIG,5,"Douglas | OPEN | On-Air | CCARC | 2012-06-14
    Please help us confirm this repeater!",33
114,N0ESQ,447.525,-,5,TSQL,146.2,146.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | EmComm Colorado | CCARC | 2015-06-17,33
115,AB0PC,146.895,-,0.6,TSQL,100,100,23,23,NN,FM,5,Park | OPEN | On-Air | AB0RR | CCARC | 2017-07-05,34.5
116,W0CRA,147.225,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2017-11-13,38.5
117,K0JSC,449.975,-,5,TSQL,100,100,23,23,NN,FM,5,Douglas | OPEN | On-Air | K0JSC | CCARC | 2017-04-21,38.5
118,W0CRA,448.425,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | Colorado Repeater Association (CRA) | 2017-11-14,38.5
119,KI0HG,147.03,+,0.6,Tone,100,88.5,23,23,NN,FM,5,Boulder | OPEN | On-Air | KI0HG | CCARC | 2017-01-20,39.9
120,N0SZ,446.875,-,5,,88.5,88.5,23,23,NN,DIG,5,Douglas | OPEN | On-Air | W0VG | CCARC | 2018-01-27,41.1
121,N0XLF,145.19,-,0.6,TSQL,131.8,131.8,23,23,NN,FM,5,Douglas | OPEN | On-Air | N0OBA Owner | 2018-02-18,41.2
122,KB0VJJ,147.285,+,0.6,TSQL,88.5,123,23,23,NN,FM,5,Grand | OPEN | On-Air | Colorado Connection | CCARC | 2017-01-06,42.8
123,K0NR,447.725,-,5,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | On-Air | K0NR | CCARC | 2016-12-10,44.6
124,WA4CCC,447.45,-,5,Tone,103.5,88.5,23,23,NN,FM,5,"Grand | OPEN | On-Air | W0IG | CCARC | 2013-10-26
    Please help us confirm this repeater!",45.6
125,W0LRA,449.575,-,5,Tone,100,88.5,23,23,NN,FM,5,Larimer | OPEN | On-Air | Loveland Rptr Assoc | CCARC | 2018-02-24,46.3
126,KN6VV,224.32,-,1.6,TSQL,100,100,23,23,NN,FM,5,"Larimer | OPEN | Off-Air | KN6VV | CCARC | 2014-03-03
    Please help us confirm this repeater!",46.3
127,W0LRA,147.195,+,0.6,Tone,100,88.5,23,23,NN,FM,5,Larimer | OPEN | On-Air | Loveland Repeater Assoc | CCARC | 2016-08-18,46.7
128,K0OJ,449.725,-,5,Tone,127.3,88.5,23,23,NN,FM,5,"Weld | OPEN | On-Air | K0OJ | CCARC | 2014-08-21
    Please help us confirm this repeater!",48.8
129,W0UPS,146.85,-,0.6,TSQL,100,100,23,23,NN,FM,5,Weld | OPEN | On-Air | Northern Colorado ARC | CCARC | 2017-05-08,48.8
130,W0UPS,448.025,-,5,TSQL,100,100,23,23,NN,FM,5,Larimer | OPEN | On-Air | Northern Colorado ARC | CCARC | 2016-03-21,49.3
131,KC0KWD,147,+,0.6,TSQL,100,100,23,23,NN,FM,5,Weld | OPEN | On-Air | Weld ARS | CCARC | 2017-05-06,50
132,WR0AEN,449.325,-,5,,88.5,88.5,23,23,NN,DIG,5,"Weld | OPEN | On-Air | Colorado Amateur Repeater Network (CARN) | CCARC | 2012-11-12
    Please help us confirm this repeater!",50
133,KC0KWD,448.475,-,5,Tone,100,88.5,23,23,NN,FM,5,Weld | OPEN | On-Air | Weld Amateur Radio Society (WARS) | CCARC | 2015-06-07,50
134,N0FH,146.685,-,0.6,Tone,123,88.5,23,23,NN,FM,5,Larimer | OPEN | On-Air | Estes Valley ARC | CCARC | 2017-08-05,50
135,KA0WUC,145.415,-,0.6,Tone,179.9,88.5,23,23,NN,FM,5,"Teller | OPEN | MARC | CCARC | 2012-11-12
    Please help us confirm this repeater!",51.1
136,KA0WUC,447.675,-,5,TSQL,179.9,179.9,23,23,NN,FM,5,"Teller | OPEN | On-Air | Mountain Amateur Radio Club (MARC) | CCARC | 2014-05-22
    Please help us confirm this repeater!",51.1
137,KA4EPS,449.325,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Teller | OPEN | On-Air | KA4EPS | CCARC | 2015-06-29,51.1
138,NX0G,146.82,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC | CCARC | 2016-11-17,51.1
139,NX0G,448.65,-,5,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC (MARC) | CCARC | 2016-11-17,51.1
140,KA0WUC,927.9,-,25,DTCS,88.5,88.5,205,205,NN,FM,5,"Teller | OPEN | On-Air | MARC | CCARC | 2012-11-10
    Please help us confirm this repeater!",51.1
141,KA0WUC,449.025,-,5,Tone,141.3,88.5,23,23,NN,FM,5,"Teller | OPEN | Mountain Amateur Radio Club (MARC) | CCARC | 2012-11-10
    Please help us confirm this repeater!",51.1
142,KD0MDP,447.625,-,5,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | On-Air | KD0MDP | 2015-06-02,51.5
143,N0FH,449.8,-,5,Tone,123,88.5,23,23,NN,FM,5,Larimer | OPEN | On-Air | Estes Valley ARC | CCARC | 2017-08-05,52.9
144,KC0RBT,447.45,-,5,Tone,123,88.5,23,23,NN,FM,5,Larimer | OPEN | On-Air | CCARC | 2016-02-01,54.9
145,N0AOL,446.7375,-,5,,88.5,88.5,23,23,NN,DIG,5,Larimer | OPEN | On-Air | N0AOL - NoCo C-Bridge Network | CCARC | 2017-03-11,54.9
146,K1TJ,1283.55,-,20,Tone,100,88.5,23,23,NN,FM,5,"Larimer | OPEN | On-Air | K1TJ Repeater System | CCARC | 2013-01-01
    Please help us confirm this repeater!",54.9
147,NX0G,146.685,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Park | OPEN | On-Air | Mountain ARC (MARC) | CCARC | 2016-11-17,55
148,KC0CVU,147.36,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Park | OPEN | On-Air | CCARC | 2018-01-15,55
149,,449.7,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Park | OPEN | CMRG | CCARC | 2012-11-12
    Please help us confirm this repeater!",55.6
150,KB0VJJ,147.39,+,0.6,TSQL,88.5,123,23,23,NN,FM,5,"Summit | OPEN | On-Air | Colorado Connection | CCARC | 2015-01-30
    Please help us confirm this repeater!",56.1
151,W0DMR,147.39,+,0.6,,88.5,88.5,23,23,NN,DIG,5,Larimer | OPEN | On-Air | KT0L - NoCo C-Bridge Network | CCARC | 2017-03-11,56.2
152,N0SZ,445.0875,-,5,,88.5,88.5,23,23,NN,DIG,5,Fremont | OPEN | On-Air | K2AD | 2018-02-01,56.3
153,KA0YDW,146.82,-,0.6,Tone,123,88.5,23,23,NN,FM,5,"Grand | OPEN | GCARA | CCARC | 2014-09-06
    Please help us confirm this repeater!",56.3
154,K7PFJ,446.75,-,5,,88.5,88.5,23,23,NN,DIG,5,"Larimer | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2013-12-01
    Please help us confirm this repeater!",56.8
155,KB0VGD,145.265,-,0.6,,88.5,88.5,23,23,NN,DIG,5,Larimer | OPEN | On-Air | W0DMR - NoCo C-bridge Network | CCARC | 2017-01-11,56.8
156,W0UPS,224.52,-,1.6,TSQL,100,100,23,23,NN,FM,5,Larimer | OPEN | Off-Air | Northern Colorado ARC | CCARC | 2018-03-21,57
157,W0UPS,447.275,-,5,TSQL,100,100,23,23,NN,FM,5,Larimer | OPEN | On-Air | Northern Colorado ARC | CCARC | 2017-05-31,57
158,W0UPS,145.115,-,0.6,TSQL,100,100,23,23,NN,FM,5,Larimer | OPEN | On-Air | Northern Colorado ARC | CCARC | 2016-10-25,57
159,K1TJ,927.95,-,25,TSQL,100,100,23,23,NN,FM,5,"Larimer | OPEN | On-Air | K1TJ Repeater System | CCARC | 2013-11-12
    Please help us confirm this repeater!",57
160,AB0SF,927.825,-,25,TSQL,100,100,23,23,NN,FM,5,"Larimer | OPEN | On-Air | AB0SF | CCARC | 2013-11-12
    Please help us confirm this repeater!",57
161,W0QEY,147.36,+,0.6,TSQL,100,100,23,23,NN,FM,5,Larimer | OPEN | On-Air | CO State Univ ARC | CCARC | 2017-03-11,58.2
