Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,156.4,WSW,,147.27,147.87,127.3,Ouray,On-Air,http://www.sjcham.com,CCARC,
