Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,112.4,SE,,147.27,147.87,127.3,San Juan,On-Air,Wide area.,KB5ITT,Durango ARC,E-power.,CCARC,
