Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,Coordination,Last update
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,168.9,NW,,146.97,146.37,88.5,123,Moffat,On-Air,Northwest Colorado Amateur Radio Association,Colorado Connection,Full-time to the  Colorado Connection System .,CCARC,
