Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,168.9,NW,,145.265,144.665,107.2,Moffat,Unknown,NW Colorado ARC,E-power.,CCARC,
