Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Coordination,Last update
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,148,S,,145.25,144.65,100,Apache,On-Air,San Juan Connection,"E-power, linked.",Full-time to the  San Juan Connection System .,ARCA,
