Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Links,Web links,Coordination,Last update
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,223,SW,,147.1,147.7,100,San Juan,On-Air,San Juan connection,Full-time to the  San Juan Connection System .,http://www.sjcham.com,NMFCC,
