Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Links,AllStar,Web links,Coordination,Last update
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,197.1,S,,147.1,147.7,100,100,Sandoval,On-Air,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.","Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",27749,http://www.nmscares.org,NMFCC,
