Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Features,Coordination,Last update
442.325,5,CC4,KG5SLG,Rio Rancho,NM,OPEN,,199.3,S,,442.325,447.325,,,4,,Sandoval,On-Air,Brandmeister,NMFCC,
