Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Coordination,Last update
449.325,-5,,NR7K,St George,UT,OPEN,,239.1,WSW,,449.325,444.325,,Washington,Unknown,Wide area: St. George and the neighboring communities.,UVHFS,
