Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
146.74,-0.6,100,NR7K,"St George, Webb Hill",UT,OPEN,,242.2,WSW,,146.74,146.14,100,Washington,Off-Air,Wide area: St. George and the neighboring communities.,8,UVHFS,
