Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Location Photo,County,Op Status,Coverage,Sponsor,Features,Links,EchoLink,Web links,Coordination,Last update
145.49,-0.6,100,W7DRC,"St George, Utah Hill",UT,OPEN,E,239.9,WSW,,145.49,144.89,100,,Washington,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Dixie ARC,7,"Full-time to  
        145.45000 (W7DRC) at Toquerville, Toquerville Hill, UT .
 


Full-time to  
        146.64000 (W7DRC) at St George, Webb Hill, UT .",678741,http://www.dixieham.org/,UVHFS,
