Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,IRLP,Coordination,Last update
449.425,-5,203.5,KA7STK,St George,UT,OPEN,I,246.7,WSW,,449.425,444.425,203.5,Washington,On-Air,St. George and the neighboring communities.,"Closed autopatch, 2,754'.",3310,UVHFS,
