Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Features,Last update
449.35,-5,,K7OET,"St George, Utah Hill",UT,OPEN,,239.1,WSW,,449.35,444.35,,100,Washington,On-Air,"Wide area, I-15, Washington County, Clark County,
Navajo County",E-power (batt).,
