Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Affiliate,Web links,Coordination,Last update
448.725,-5,,WB6TNP,"St George, Scrub Peak",UT,PRIVATE,,240.3,WSW,,448.725,443.725,,Washington,On-Air,St. George and the neighboring communities.,Tri-State ARC,www.TSNV.org,UVHFS,
