Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
449.825,-5,,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,199.7,NNW,,449.825,444.825,,Lincoln,Unknown,ORARC,WRCG,
