Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Last update
449.075,-5,,KF7EHE,Kemmerer,WY,OPEN,,199.7,NNW,,449.075,444.075,,123,Lincoln,Off-Air,220,
