Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Coordination,Last update
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,147.8,SSE,,1291.7,1271.7,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",San Juan,On-Air,San Juan County,DV only,NMFCC,
