Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Links,IRLP,Coordination,Last update
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,96.4,WNW,,146.72,146.12,100,San Pete,On-Air,Northern San Pete County,W7REL and Sanpete County,Skyline Radio Club,Full-time to the  Skyline Repeater System .,3576,UVHFS,
