Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,170.9,S,,442.225,447.275,,Valencia,Off-Air,Los Lunas.,N5CUL,NMFCC,
