Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,241.3,SE,,147.34,147.94,131.8,Quay,On-Air,Big Water ARA,NMFCC,
