Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Last update
448.275,-5,,K6DLP,"Williams,  Bill Williams Mountain",AZ,CLOSED,,243.5,SW,,448.275,443.275,,Coconino,On-Air,K6DLP,
