Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,EchoLink,Last update
444.7,5,123,K7DRA,Rock Springs,WY,OPEN,EW,204.2,NW,,444.7,449.7,123,CSQ,Sweetwater,On-Air,Rock Springs,Mountain West Radio Group,824055,
