Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,EchoLink,Nets,Coordination,Last update
145.115,-0.6,100,K0FOP,"Riverton, Griffey Hill",WY,OPEN,E,239.1,NW,,145.115,144.515,100,Fremont,On-Air,Wide area:,Wyoming Amateur Monitoring Enthusiasts Club (WYAME),161145,Wyoming DX association Net,WRCG,
