Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update
224.88,-1.6,67,WB9ERE,Grants,NM,OPEN,,153.9,SSW,,224.88,223.28,67,Cibola,On-Air,Wide area.,WB9ERE,E-power.,
