Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Notes,Coordination,Last update
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,153.9,SSW,,444.8,449.8,67,Cibola,On-Air,Wide area,Mega Link Repeater System,Full time to the New Mexico MegaLink system,Full-time to the  Mega-Link System .,10,NMFCC,
