Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Notes,Coordination,Last update
444.95,5,100,KE5FYL,"Grants,   La Mosca Peak",NM,OPEN,,211.8,SSW,,444.95,449.95,100,88.5,Bernalillo,On-Air,Wide area.,Cibola County Amateur Radio Club,Linked to 147.180 Grants/Milan NM,NMFCC,
