Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,212.9,SSW,,146.94,146.34,100,Cibola,On-Air,Wide area.,Upper Rio FM Society,11,
