Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,147.5,SSW,,146.64,146.04,67,67,Bernalillo,On-Air,Wide Area,URFMSI,http://www.urfmsi.org,NMFCC,
