Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,145.2,SE,,147.15,147.75,100,La Plata,On-Air,Bayfield,E-power.,http://www.sjcham.com,CCARC,
