Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
449.95,-5,,K5GF,Gunnison,CO,OPEN,,141.8,ESE,,449.95,444.95,,Gunnison,Unknown,K5GF,CCARC,
