Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Links,Notes,Web links,Coordination,Last update
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,198.8,ESE,,444.4,449.4,141.3,Thomas,On-Air,,Full-time to the  SKECT System .,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",http://skect.org/default.aspx,Kansas Repeater Council,
