Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,IRLP,Coordination,Last update
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,210,ESE,,146.82,146.22,156.7,156.7,Thomas,On-Air,Local,TARC,"Closed autopatch, e-power.",7552,Kansas Repeater Council,
