Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Mixed-Mode,Web links,Coordination,Last update
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,198.7,ESE,,449.775,444.775,100,100,,Open ↑ / Open ↓,Jefferson,On-Air,Metro Denver,Denver Radio Club,Yes; analog capable.,Denver Radio Club,CCARC,
