Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,IRLP,Coordination,Last update
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,239,NE,,146.7,146.1,162.2,Carbon,On-Air,7045,WRCG,
