Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,224.8,NNW,,449.8,444.8,146.2,Carbon,Unknown,Wyocomm,WRCG,
