Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Nets,Last update
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,224.8,NNW,,146.76,146.16,100,Carbon,On-Air,Wide area.,CCARS,Sunday nite net 2030 local time.,
