Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
224.9,-1.6,156.7,N7IMF,"Draper, Point of the Mountain",UT,CLOSED,,155.3,NW,,224.9,223.3,156.7,Utah,On-Air,UHDARC,UVHFS,
