Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Web links,Last update
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,156.7,NW,,447.1,442.1,100,Salt Lake,On-Air,Wide area.,DHRA,http://draperhamradio.wordpress.com,
