Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,149.5,NW,,147.08,147.68,77,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,Sinbad Desert ARC,64264,3270,http://sdarc.us,UVHFS,
