Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,186,SW,,445.1375,440.1375,,,7,,La Plata,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,
