Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,214.8,ESE,,927.7,902.7,D114,D114,Fremont,On-Air,Royal Gorge ARC,CCARC,
