Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,IRLP,Notes,Last update
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,208.8,NE,,445.1,445.1,100,100,Scotts Bluff,On-Air,3942,This is a simplex IRLP node.,
