Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Last update
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,213.2,NE,,147.075,147.675,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,
