Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,EchoLink,Last update
447.45,-5,151.4,N6RTR,Saint George,UT,OPEN,E,241.9,WSW,,447.45,442.45,151.4,151.4,Washington,On-Air,Covers the west side of Saint George,N6RTR Repeater Group,Pacific Intertie Network,305082,
