Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update
449.85,-5,100,K0EP,Durango,CO,OPEN,,127.8,SE,,449.85,444.85,100,100,La Plata,On-Air,DARC,CCARC,
