Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,Commands,Notes,Coordination,Last update
146.82,-0.6,100,NR7K,"St George, Utah Hill",UT,OPEN,,239.1,WSW,,146.82,146.22,100,Washington,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Washington County.,Full-time to the  Intermountain Intertie System .,Sinbad Link: Connect- C000* / Disconnect C002*.,8,UVHFS,
