Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,197.7,ESE,,1287.7,1267.7,67,Teller,Testing,WB0WDF,Testing in Canon City,CCARC,
