Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
927.1125,-25,D432,W7XDX,"West Jordan,  Butterfield Peak",UT,OPEN,,166.5,NW,,927.1125,902.1125,D432,Salt Lake,Unknown,Wasatch Front from Payson to Tremonton.,9,UVHFS,
