Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
145.45,-0.6,100,WA7UAH,"West Jordan, Butterfield Peak",UT,OPEN,,191.5,NW,,145.45,144.85,100,CSQ,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,ERC Repeater System,9,UVHFS,
