Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Coordination,Last update
447.575,-5,114.8,K7LNP,West Jordan,UT,OPEN,,189.5,NW,,447.575,442.575,114.8,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,UVHFS,
