Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
447.75,-5,100,WD7P,West Jordan,UT,OPEN,,163.6,NW,,447.75,442.75,100,Salt Lake,Unknown,UVHFS,
