Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,286.4,SE,,442,447,88.5,Hansford,Unknown,Dustbowl Amateur Radio Club,"E-power, linked, WX.",TVHFS,
